,date,event,group,value
728,2012-12-01,barrel_bomb,IC,0
729,2012-12-01,massacre,IC,0
730,2012-12-01,shelling,IC,0
731,2012-12-01,battle,IC,0
732,2012-12-01,chemical,RS,0
733,2012-12-01,air_strike,RS,0
734,2012-12-01,barrel_bomb,RS,0
735,2012-12-01,massacre,RS,0
736,2012-12-01,shelling,RS,0
737,2012-12-01,battle,RS,0
738,2012-12-01,chemical,YPG,0
739,2012-12-01,air_strike,YPG,0
740,2012-12-01,barrel_bomb,YPG,0
741,2012-12-01,massacre,YPG,0
742,2012-12-01,shelling,YPG,0
743,2012-12-01,battle,YPG,0
744,2012-12-01,chemical,HZB,0
745,2012-12-01,air_strike,HZB,0
746,2012-12-01,barrel_bomb,HZB,0
747,2012-12-01,massacre,HZB,0
748,2012-12-01,shelling,HZB,0
749,2012-12-01,battle,HZB,0
750,2012-12-01,chemical,ASS,1
751,2012-12-01,air_strike,ASS,13
752,2012-12-01,barrel_bomb,ASS,3
753,2012-12-01,massacre,ASS,56
754,2012-12-01,shelling,ASS,66
755,2012-12-01,battle,ASS,35
756,2013-01-01,chemical,IS,0
757,2013-01-01,air_strike,IS,0
758,2013-01-01,barrel_bomb,IS,0
759,2013-01-01,massacre,IS,0
760,2013-01-01,shelling,IS,0
761,2013-01-01,battle,IS,0
762,2013-01-01,chemical,IC,0
763,2013-01-01,air_strike,IC,0
764,2013-01-01,barrel_bomb,IC,0
765,2013-01-01,massacre,IC,0
766,2013-01-01,shelling,IC,0
767,2013-01-01,battle,IC,0
768,2013-01-01,chemical,RS,0
769,2013-01-01,air_strike,RS,1
770,2013-01-01,barrel_bomb,RS,0
771,2013-01-01,massacre,RS,0
772,2013-01-01,shelling,RS,0
773,2013-01-01,battle,RS,1
774,2013-01-01,chemical,YPG,0
775,2013-01-01,air_strike,YPG,0
776,2013-01-01,barrel_bomb,YPG,0
777,2013-01-01,massacre,YPG,0
778,2013-01-01,shelling,YPG,0
779,2013-01-01,battle,YPG,0
780,2013-01-01,chemical,HZB,0
781,2013-01-01,air_strike,HZB,0
782,2013-01-01,barrel_bomb,HZB,0
783,2013-01-01,massacre,HZB,0
784,2013-01-01,shelling,HZB,0
785,2013-01-01,battle,HZB,0
786,2013-01-01,chemical,ASS,0
787,2013-01-01,air_strike,ASS,8
788,2013-01-01,barrel_bomb,ASS,0
789,2013-01-01,massacre,ASS,52
790,2013-01-01,shelling,ASS,42
791,2013-01-01,battle,ASS,34
792,2013-02-01,chemical,IS,0
793,2013-02-01,air_strike,IS,0
794,2013-02-01,barrel_bomb,IS,0
795,2013-02-01,massacre,IS,0
796,2013-02-01,shelling,IS,0
797,2013-02-01,battle,IS,0
798,2013-02-01,chemical,IC,0
799,2013-02-01,air_strike,IC,0
800,2013-02-01,barrel_bomb,IC,0
801,2013-02-01,massacre,IC,0
802,2013-02-01,shelling,IC,0
803,2013-02-01,battle,IC,0
804,2013-02-01,chemical,RS,0
805,2013-02-01,air_strike,RS,0
806,2013-02-01,barrel_bomb,RS,0
807,2013-02-01,massacre,RS,0
808,2013-02-01,shelling,RS,0
809,2013-02-01,battle,RS,0
810,2013-02-01,chemical,YPG,0
811,2013-02-01,air_strike,YPG,0
812,2013-02-01,barrel_bomb,YPG,0
813,2013-02-01,massacre,YPG,0
814,2013-02-01,shelling,YPG,0
815,2013-02-01,battle,YPG,0
816,2013-02-01,chemical,HZB,0
817,2013-02-01,air_strike,HZB,0
818,2013-02-01,barrel_bomb,HZB,0
819,2013-02-01,massacre,HZB,0
820,2013-02-01,shelling,HZB,0
821,2013-02-01,battle,HZB,1
822,2013-02-01,chemical,ASS,0
823,2013-02-01,air_strike,ASS,3
824,2013-02-01,barrel_bomb,ASS,1
825,2013-02-01,massacre,ASS,35
826,2013-02-01,shelling,ASS,32
827,2013-02-01,battle,ASS,19
828,2013-03-01,chemical,IS,0
829,2013-03-01,air_strike,IS,0
830,2013-03-01,barrel_bomb,IS,0
831,2013-03-01,massacre,IS,0
832,2013-03-01,shelling,IS,0
833,2013-03-01,battle,IS,0
834,2013-03-01,chemical,IC,0
835,2013-03-01,air_strike,IC,0
836,2013-03-01,barrel_bomb,IC,0
837,2013-03-01,massacre,IC,0
838,2013-03-01,shelling,IC,0
839,2013-03-01,battle,IC,0
840,2013-03-01,chemical,RS,0
841,2013-03-01,air_strike,RS,0
842,2013-03-01,barrel_bomb,RS,0
843,2013-03-01,massacre,RS,0
844,2013-03-01,shelling,RS,0
845,2013-03-01,battle,RS,0
846,2013-03-01,chemical,YPG,0
847,2013-03-01,air_strike,YPG,0
848,2013-03-01,barrel_bomb,YPG,0
849,2013-03-01,massacre,YPG,0
850,2013-03-01,shelling,YPG,0
851,2013-03-01,battle,YPG,0
852,2013-03-01,chemical,HZB,0
853,2013-03-01,air_strike,HZB,0
854,2013-03-01,barrel_bomb,HZB,0
855,2013-03-01,massacre,HZB,0
856,2013-03-01,shelling,HZB,0
857,2013-03-01,battle,HZB,0
858,2013-03-01,chemical,ASS,5
859,2013-03-01,air_strike,ASS,0
860,2013-03-01,barrel_bomb,ASS,0
861,2013-03-01,massacre,ASS,19
862,2013-03-01,shelling,ASS,18
863,2013-03-01,battle,ASS,12
864,2013-04-01,chemical,IS,0
865,2013-04-01,air_strike,IS,0
866,2013-04-01,barrel_bomb,IS,0
867,2013-04-01,massacre,IS,0
868,2013-04-01,shelling,IS,0
869,2013-04-01,battle,IS,0
870,2013-04-01,chemical,IC,0
871,2013-04-01,air_strike,IC,0
872,2013-04-01,barrel_bomb,IC,0
873,2013-04-01,massacre,IC,0
874,2013-04-01,shelling,IC,0
875,2013-04-01,battle,IC,0
876,2013-04-01,chemical,RS,0
877,2013-04-01,air_strike,RS,0
878,2013-04-01,barrel_bomb,RS,0
879,2013-04-01,massacre,RS,0
880,2013-04-01,shelling,RS,0
881,2013-04-01,battle,RS,0
882,2013-04-01,chemical,YPG,0
883,2013-04-01,air_strike,YPG,0
884,2013-04-01,barrel_bomb,YPG,0
885,2013-04-01,massacre,YPG,0
886,2013-04-01,shelling,YPG,0
887,2013-04-01,battle,YPG,0
888,2013-04-01,chemical,HZB,0
889,2013-04-01,air_strike,HZB,0
890,2013-04-01,barrel_bomb,HZB,0
891,2013-04-01,massacre,HZB,0
892,2013-04-01,shelling,HZB,0
893,2013-04-01,battle,HZB,0
894,2013-04-01,chemical,ASS,5
895,2013-04-01,air_strike,ASS,2
896,2013-04-01,barrel_bomb,ASS,0
897,2013-04-01,massacre,ASS,24
898,2013-04-01,shelling,ASS,25
899,2013-04-01,battle,ASS,11
900,2013-05-01,chemical,IS,0
901,2013-05-01,air_strike,IS,0
902,2013-05-01,barrel_bomb,IS,0
903,2013-05-01,massacre,IS,0
904,2013-05-01,shelling,IS,0
905,2013-05-01,battle,IS,0
906,2013-05-01,chemical,IC,0
907,2013-05-01,air_strike,IC,0
908,2013-05-01,barrel_bomb,IC,0
909,2013-05-01,massacre,IC,0
910,2013-05-01,shelling,IC,0
911,2013-05-01,battle,IC,0
912,2013-05-01,chemical,RS,1
913,2013-05-01,air_strike,RS,1
914,2013-05-01,barrel_bomb,RS,0
915,2013-05-01,massacre,RS,0
916,2013-05-01,shelling,RS,1
917,2013-05-01,battle,RS,0
918,2013-05-01,chemical,YPG,0
919,2013-05-01,air_strike,YPG,0
920,2013-05-01,barrel_bomb,YPG,0
921,2013-05-01,massacre,YPG,0
922,2013-05-01,shelling,YPG,0
923,2013-05-01,battle,YPG,0
924,2013-05-01,chemical,HZB,1
925,2013-05-01,air_strike,HZB,1
926,2013-05-01,barrel_bomb,HZB,0
927,2013-05-01,massacre,HZB,0
928,2013-05-01,shelling,HZB,3
929,2013-05-01,battle,HZB,0
930,2013-05-01,chemical,ASS,5
931,2013-05-01,air_strike,ASS,4
932,2013-05-01,barrel_bomb,ASS,0
933,2013-05-01,massacre,ASS,25
934,2013-05-01,shelling,ASS,20
935,2013-05-01,battle,ASS,13
936,2013-06-01,chemical,IS,0
937,2013-06-01,air_strike,IS,0
938,2013-06-01,barrel_bomb,IS,0
939,2013-06-01,massacre,IS,0
940,2013-06-01,shelling,IS,0
941,2013-06-01,battle,IS,0
942,2013-06-01,chemical,IC,0
943,2013-06-01,air_strike,IC,0
944,2013-06-01,barrel_bomb,IC,0
945,2013-06-01,massacre,IC,0
946,2013-06-01,shelling,IC,0
947,2013-06-01,battle,IC,0
948,2013-06-01,chemical,RS,0
949,2013-06-01,air_strike,RS,0
950,2013-06-01,barrel_bomb,RS,0
951,2013-06-01,massacre,RS,0
952,2013-06-01,shelling,RS,0
953,2013-06-01,battle,RS,0
954,2013-06-01,chemical,YPG,0
955,2013-06-01,air_strike,YPG,0
956,2013-06-01,barrel_bomb,YPG,0
957,2013-06-01,massacre,YPG,0
958,2013-06-01,shelling,YPG,0
959,2013-06-01,battle,YPG,0
960,2013-06-01,chemical,HZB,2
961,2013-06-01,air_strike,HZB,0
962,2013-06-01,barrel_bomb,HZB,0
963,2013-06-01,massacre,HZB,0
964,2013-06-01,shelling,HZB,9
965,2013-06-01,battle,HZB,13
966,2013-06-01,chemical,ASS,9
967,2013-06-01,air_strike,ASS,4
968,2013-06-01,barrel_bomb,ASS,0
969,2013-06-01,massacre,ASS,19
970,2013-06-01,shelling,ASS,43
971,2013-06-01,battle,ASS,25
972,2013-07-01,chemical,IS,0
973,2013-07-01,air_strike,IS,0
974,2013-07-01,barrel_bomb,IS,0
975,2013-07-01,massacre,IS,0
976,2013-07-01,shelling,IS,0
977,2013-07-01,battle,IS,0
978,2013-07-01,chemical,IC,0
979,2013-07-01,air_strike,IC,0
980,2013-07-01,barrel_bomb,IC,0
981,2013-07-01,massacre,IC,0
982,2013-07-01,shelling,IC,0
983,2013-07-01,battle,IC,0
984,2013-07-01,chemical,RS,0
985,2013-07-01,air_strike,RS,0
986,2013-07-01,barrel_bomb,RS,0
987,2013-07-01,massacre,RS,0
988,2013-07-01,shelling,RS,0
989,2013-07-01,battle,RS,0
990,2013-07-01,chemical,YPG,0
991,2013-07-01,air_strike,YPG,0
992,2013-07-01,barrel_bomb,YPG,0
993,2013-07-01,massacre,YPG,0
994,2013-07-01,shelling,YPG,0
995,2013-07-01,battle,YPG,0
996,2013-07-01,chemical,HZB,0
997,2013-07-01,air_strike,HZB,1
998,2013-07-01,barrel_bomb,HZB,0
999,2013-07-01,massacre,HZB,0
1000,2013-07-01,shelling,HZB,3
1001,2013-07-01,battle,HZB,1
1002,2013-07-01,chemical,ASS,9
1003,2013-07-01,air_strike,ASS,4
1004,2013-07-01,barrel_bomb,ASS,2
1005,2013-07-01,massacre,ASS,10
1006,2013-07-01,shelling,ASS,9
1007,2013-07-01,battle,ASS,5
1008,2013-08-01,chemical,IS,0
1009,2013-08-01,air_strike,IS,0
1010,2013-08-01,barrel_bomb,IS,0
1011,2013-08-01,massacre,IS,0
1012,2013-08-01,shelling,IS,0
1013,2013-08-01,battle,IS,0
1014,2013-08-01,chemical,IC,0
1015,2013-08-01,air_strike,IC,0
1016,2013-08-01,barrel_bomb,IC,0
1017,2013-08-01,massacre,IC,0
1018,2013-08-01,shelling,IC,0
1019,2013-08-01,battle,IC,0
1020,2013-08-01,chemical,RS,2
1021,2013-08-01,air_strike,RS,0
1022,2013-08-01,barrel_bomb,RS,0
1023,2013-08-01,massacre,RS,3
1024,2013-08-01,shelling,RS,1
1025,2013-08-01,battle,RS,4
1026,2013-08-01,chemical,YPG,0
1027,2013-08-01,air_strike,YPG,0
1028,2013-08-01,barrel_bomb,YPG,0
1029,2013-08-01,massacre,YPG,0
1030,2013-08-01,shelling,YPG,0
1031,2013-08-01,battle,YPG,0
1032,2013-08-01,chemical,HZB,1
1033,2013-08-01,air_strike,HZB,0
1034,2013-08-01,barrel_bomb,HZB,0
1035,2013-08-01,massacre,HZB,1
1036,2013-08-01,shelling,HZB,0
1037,2013-08-01,battle,HZB,2
1038,2013-08-01,chemical,ASS,34
1039,2013-08-01,air_strike,ASS,3
1040,2013-08-01,barrel_bomb,ASS,0
1041,2013-08-01,massacre,ASS,25
1042,2013-08-01,shelling,ASS,9
1043,2013-08-01,battle,ASS,17
1044,2013-09-01,chemical,IS,0
1045,2013-09-01,air_strike,IS,0
1046,2013-09-01,barrel_bomb,IS,0
1047,2013-09-01,massacre,IS,0
1048,2013-09-01,shelling,IS,0
1049,2013-09-01,battle,IS,0
1050,2013-09-01,chemical,IC,0
1051,2013-09-01,air_strike,IC,0
1052,2013-09-01,barrel_bomb,IC,0
1053,2013-09-01,massacre,IC,0
1054,2013-09-01,shelling,IC,0
1055,2013-09-01,battle,IC,0
1056,2013-09-01,chemical,RS,8
1057,2013-09-01,air_strike,RS,2
1058,2013-09-01,barrel_bomb,RS,0
1059,2013-09-01,massacre,RS,0
1060,2013-09-01,shelling,RS,0
1061,2013-09-01,battle,RS,3
1062,2013-09-01,chemical,YPG,0
1063,2013-09-01,air_strike,YPG,0
1064,2013-09-01,barrel_bomb,YPG,0
1065,2013-09-01,massacre,YPG,0
1066,2013-09-01,shelling,YPG,0
1067,2013-09-01,battle,YPG,1
1068,2013-09-01,chemical,HZB,1
1069,2013-09-01,air_strike,HZB,0
1070,2013-09-01,barrel_bomb,HZB,0
1071,2013-09-01,massacre,HZB,1
1072,2013-09-01,shelling,HZB,1
1073,2013-09-01,battle,HZB,0
1074,2013-09-01,chemical,ASS,26
1075,2013-09-01,air_strike,ASS,5
1076,2013-09-01,barrel_bomb,ASS,2
1077,2013-09-01,massacre,ASS,9
1078,2013-09-01,shelling,ASS,15
1079,2013-09-01,battle,ASS,19
1080,2013-10-01,chemical,IS,0
1081,2013-10-01,air_strike,IS,0
1082,2013-10-01,barrel_bomb,IS,0
1083,2013-10-01,massacre,IS,0
1084,2013-10-01,shelling,IS,0
1085,2013-10-01,battle,IS,0
1086,2013-10-01,chemical,IC,0
1087,2013-10-01,air_strike,IC,0
1088,2013-10-01,barrel_bomb,IC,0
1089,2013-10-01,massacre,IC,0
1090,2013-10-01,shelling,IC,0
1091,2013-10-01,battle,IC,0
1092,2013-10-01,chemical,RS,0
1093,2013-10-01,air_strike,RS,0
1094,2013-10-01,barrel_bomb,RS,0
1095,2013-10-01,massacre,RS,0
1096,2013-10-01,shelling,RS,1
1097,2013-10-01,battle,RS,0
1098,2013-10-01,chemical,YPG,0
1099,2013-10-01,air_strike,YPG,0
1100,2013-10-01,barrel_bomb,YPG,0
1101,2013-10-01,massacre,YPG,0
1102,2013-10-01,shelling,YPG,0
1103,2013-10-01,battle,YPG,0
1104,2013-10-01,chemical,HZB,0
1105,2013-10-01,air_strike,HZB,0
1106,2013-10-01,barrel_bomb,HZB,0
1107,2013-10-01,massacre,HZB,1
1108,2013-10-01,shelling,HZB,0
1109,2013-10-01,battle,HZB,0
1110,2013-10-01,chemical,ASS,2
1111,2013-10-01,air_strike,ASS,1
1112,2013-10-01,barrel_bomb,ASS,0
1113,2013-10-01,massacre,ASS,8
1114,2013-10-01,shelling,ASS,5
1115,2013-10-01,battle,ASS,8
1116,2013-11-01,chemical,IS,0
1117,2013-11-01,air_strike,IS,0
1118,2013-11-01,barrel_bomb,IS,0
1119,2013-11-01,massacre,IS,0
1120,2013-11-01,shelling,IS,0
1121,2013-11-01,battle,IS,0
1122,2013-11-01,chemical,IC,0
1123,2013-11-01,air_strike,IC,0
1124,2013-11-01,barrel_bomb,IC,0
1125,2013-11-01,massacre,IC,0
1126,2013-11-01,shelling,IC,0
1127,2013-11-01,battle,IC,0
1128,2013-11-01,chemical,RS,0
1129,2013-11-01,air_strike,RS,0
1130,2013-11-01,barrel_bomb,RS,0
1131,2013-11-01,massacre,RS,0
1132,2013-11-01,shelling,RS,0
1133,2013-11-01,battle,RS,0
1134,2013-11-01,chemical,YPG,0
1135,2013-11-01,air_strike,YPG,0
1136,2013-11-01,barrel_bomb,YPG,0
1137,2013-11-01,massacre,YPG,0
1138,2013-11-01,shelling,YPG,0
1139,2013-11-01,battle,YPG,0
1140,2013-11-01,chemical,HZB,0
1141,2013-11-01,air_strike,HZB,0
1142,2013-11-01,barrel_bomb,HZB,0
1143,2013-11-01,massacre,HZB,1
1144,2013-11-01,shelling,HZB,0
1145,2013-11-01,battle,HZB,0
1146,2013-11-01,chemical,ASS,0
1147,2013-11-01,air_strike,ASS,1
1148,2013-11-01,barrel_bomb,ASS,0
1149,2013-11-01,massacre,ASS,11
1150,2013-11-01,shelling,ASS,8
1151,2013-11-01,battle,ASS,12
1152,2013-12-01,chemical,IS,0
1153,2013-12-01,air_strike,IS,0
1154,2013-12-01,barrel_bomb,IS,0
1155,2013-12-01,massacre,IS,0
1156,2013-12-01,shelling,IS,0
1157,2013-12-01,battle,IS,0
1158,2013-12-01,chemical,IC,0
1159,2013-12-01,air_strike,IC,0
1160,2013-12-01,barrel_bomb,IC,0
1161,2013-12-01,massacre,IC,0
1162,2013-12-01,shelling,IC,0
1163,2013-12-01,battle,IC,0
1164,2013-12-01,chemical,RS,0
1165,2013-12-01,air_strike,RS,0
1166,2013-12-01,barrel_bomb,RS,0
1167,2013-12-01,massacre,RS,0
1168,2013-12-01,shelling,RS,0
1169,2013-12-01,battle,RS,0
1170,2013-12-01,chemical,YPG,0
1171,2013-12-01,air_strike,YPG,0
1172,2013-12-01,barrel_bomb,YPG,0
1173,2013-12-01,massacre,YPG,0
1174,2013-12-01,shelling,YPG,0
1175,2013-12-01,battle,YPG,0
1176,2013-12-01,chemical,HZB,0
1177,2013-12-01,air_strike,HZB,0
1178,2013-12-01,barrel_bomb,HZB,0
1179,2013-12-01,massacre,HZB,3
1180,2013-12-01,shelling,HZB,1
1181,2013-12-01,battle,HZB,3
1182,2013-12-01,chemical,ASS,0
1183,2013-12-01,air_strike,ASS,3
1184,2013-12-01,barrel_bomb,ASS,0
1185,2013-12-01,massacre,ASS,18
1186,2013-12-01,shelling,ASS,4
1187,2013-12-01,battle,ASS,8
1188,2014-01-01,chemical,IS,0
1189,2014-01-01,air_strike,IS,0
1190,2014-01-01,barrel_bomb,IS,0
1191,2014-01-01,massacre,IS,1
1192,2014-01-01,shelling,IS,0
1193,2014-01-01,battle,IS,1
1194,2014-01-01,chemical,IC,0
1195,2014-01-01,air_strike,IC,0
1196,2014-01-01,barrel_bomb,IC,0
1197,2014-01-01,massacre,IC,0
1198,2014-01-01,shelling,IC,0
1199,2014-01-01,battle,IC,0
1200,2014-01-01,chemical,RS,1
1201,2014-01-01,air_strike,RS,2
1202,2014-01-01,barrel_bomb,RS,2
1203,2014-01-01,massacre,RS,0
1204,2014-01-01,shelling,RS,2
1205,2014-01-01,battle,RS,4
1206,2014-01-01,chemical,YPG,0
1207,2014-01-01,air_strike,YPG,0
1208,2014-01-01,barrel_bomb,YPG,0
1209,2014-01-01,massacre,YPG,0
1210,2014-01-01,shelling,YPG,0
1211,2014-01-01,battle,YPG,0
1212,2014-01-01,chemical,HZB,0
1213,2014-01-01,air_strike,HZB,1
1214,2014-01-01,barrel_bomb,HZB,0
1215,2014-01-01,massacre,HZB,2
1216,2014-01-01,shelling,HZB,2
1217,2014-01-01,battle,HZB,3
1218,2014-01-01,chemical,ASS,5
1219,2014-01-01,air_strike,ASS,13
1220,2014-01-01,barrel_bomb,ASS,10
1221,2014-01-01,massacre,ASS,34
1222,2014-01-01,shelling,ASS,40
1223,2014-01-01,battle,ASS,21
1224,2014-02-01,chemical,IS,0
1225,2014-02-01,air_strike,IS,0
1226,2014-02-01,barrel_bomb,IS,0
1227,2014-02-01,massacre,IS,0
1228,2014-02-01,shelling,IS,0
1229,2014-02-01,battle,IS,2
1230,2014-02-01,chemical,IC,0
1231,2014-02-01,air_strike,IC,0
1232,2014-02-01,barrel_bomb,IC,0
1233,2014-02-01,massacre,IC,0
1234,2014-02-01,shelling,IC,0
1235,2014-02-01,battle,IC,0
1236,2014-02-01,chemical,RS,0
1237,2014-02-01,air_strike,RS,0
1238,2014-02-01,barrel_bomb,RS,0
1239,2014-02-01,massacre,RS,0
1240,2014-02-01,shelling,RS,0
1241,2014-02-01,battle,RS,1
1242,2014-02-01,chemical,YPG,0
1243,2014-02-01,air_strike,YPG,0
1244,2014-02-01,barrel_bomb,YPG,0
1245,2014-02-01,massacre,YPG,0
1246,2014-02-01,shelling,YPG,0
1247,2014-02-01,battle,YPG,0
1248,2014-02-01,chemical,HZB,0
1249,2014-02-01,air_strike,HZB,0
1250,2014-02-01,barrel_bomb,HZB,0
1251,2014-02-01,massacre,HZB,0
1252,2014-02-01,shelling,HZB,1
1253,2014-02-01,battle,HZB,3
1254,2014-02-01,chemical,ASS,0
1255,2014-02-01,air_strike,ASS,1
1256,2014-02-01,barrel_bomb,ASS,2
1257,2014-02-01,massacre,ASS,3
1258,2014-02-01,shelling,ASS,13
1259,2014-02-01,battle,ASS,16
1260,2014-03-01,chemical,IS,0
1261,2014-03-01,air_strike,IS,0
1262,2014-03-01,barrel_bomb,IS,0
1263,2014-03-01,massacre,IS,0
1264,2014-03-01,shelling,IS,0
1265,2014-03-01,battle,IS,1
1266,2014-03-01,chemical,IC,0
1267,2014-03-01,air_strike,IC,0
1268,2014-03-01,barrel_bomb,IC,0
1269,2014-03-01,massacre,IC,0
1270,2014-03-01,shelling,IC,0
1271,2014-03-01,battle,IC,0
1272,2014-03-01,chemical,RS,0
1273,2014-03-01,air_strike,RS,0
1274,2014-03-01,barrel_bomb,RS,0
1275,2014-03-01,massacre,RS,0
1276,2014-03-01,shelling,RS,0
1277,2014-03-01,battle,RS,0
1278,2014-03-01,chemical,YPG,0
1279,2014-03-01,air_strike,YPG,0
1280,2014-03-01,barrel_bomb,YPG,0
1281,2014-03-01,massacre,YPG,0
1282,2014-03-01,shelling,YPG,0
1283,2014-03-01,battle,YPG,0
1284,2014-03-01,chemical,HZB,0
1285,2014-03-01,air_strike,HZB,1
1286,2014-03-01,barrel_bomb,HZB,0
1287,2014-03-01,massacre,HZB,1
1288,2014-03-01,shelling,HZB,0
1289,2014-03-01,battle,HZB,5
1290,2014-03-01,chemical,ASS,1
1291,2014-03-01,air_strike,ASS,10
1292,2014-03-01,barrel_bomb,ASS,4
1293,2014-03-01,massacre,ASS,14
1294,2014-03-01,shelling,ASS,53
1295,2014-03-01,battle,ASS,44
1296,2014-04-01,chemical,IS,0
1297,2014-04-01,air_strike,IS,0
1298,2014-04-01,barrel_bomb,IS,0
1299,2014-04-01,massacre,IS,0
1300,2014-04-01,shelling,IS,0
1301,2014-04-01,battle,IS,0
1302,2014-04-01,chemical,IC,0
1303,2014-04-01,air_strike,IC,0
1304,2014-04-01,barrel_bomb,IC,0
1305,2014-04-01,massacre,IC,0
1306,2014-04-01,shelling,IC,0
1307,2014-04-01,battle,IC,0
1308,2014-04-01,chemical,RS,0
1309,2014-04-01,air_strike,RS,0
1310,2014-04-01,barrel_bomb,RS,0
1311,2014-04-01,massacre,RS,0
1312,2014-04-01,shelling,RS,0
1313,2014-04-01,battle,RS,0
1314,2014-04-01,chemical,YPG,0
1315,2014-04-01,air_strike,YPG,0
1316,2014-04-01,barrel_bomb,YPG,0
1317,2014-04-01,massacre,YPG,0
1318,2014-04-01,shelling,YPG,0
1319,2014-04-01,battle,YPG,0
1320,2014-04-01,chemical,HZB,0
1321,2014-04-01,air_strike,HZB,0
1322,2014-04-01,barrel_bomb,HZB,0
1323,2014-04-01,massacre,HZB,0
1324,2014-04-01,shelling,HZB,0
1325,2014-04-01,battle,HZB,0
1326,2014-04-01,chemical,ASS,5
1327,2014-04-01,air_strike,ASS,7
1328,2014-04-01,barrel_bomb,ASS,4
1329,2014-04-01,massacre,ASS,8
1330,2014-04-01,shelling,ASS,29
1331,2014-04-01,battle,ASS,15
1332,2014-05-01,chemical,IS,0
1333,2014-05-01,air_strike,IS,0
1334,2014-05-01,barrel_bomb,IS,0
1335,2014-05-01,massacre,IS,0
1336,2014-05-01,shelling,IS,0
1337,2014-05-01,battle,IS,0
1338,2014-05-01,chemical,IC,0
1339,2014-05-01,air_strike,IC,0
1340,2014-05-01,barrel_bomb,IC,0
1341,2014-05-01,massacre,IC,0
1342,2014-05-01,shelling,IC,0
1343,2014-05-01,battle,IC,0
1344,2014-05-01,chemical,RS,0
1345,2014-05-01,air_strike,RS,0
1346,2014-05-01,barrel_bomb,RS,0
1347,2014-05-01,massacre,RS,0
1348,2014-05-01,shelling,RS,0
1349,2014-05-01,battle,RS,0
1350,2014-05-01,chemical,YPG,0
1351,2014-05-01,air_strike,YPG,0
1352,2014-05-01,barrel_bomb,YPG,0
1353,2014-05-01,massacre,YPG,0
1354,2014-05-01,shelling,YPG,0
1355,2014-05-01,battle,YPG,0
1356,2014-05-01,chemical,HZB,0
1357,2014-05-01,air_strike,HZB,0
1358,2014-05-01,barrel_bomb,HZB,0
1359,2014-05-01,massacre,HZB,0
1360,2014-05-01,shelling,HZB,1
1361,2014-05-01,battle,HZB,2
1362,2014-05-01,chemical,ASS,2
1363,2014-05-01,air_strike,ASS,1
1364,2014-05-01,barrel_bomb,ASS,3
1365,2014-05-01,massacre,ASS,6
1366,2014-05-01,shelling,ASS,16
1367,2014-05-01,battle,ASS,21
1368,2014-06-01,chemical,IS,0
1369,2014-06-01,air_strike,IS,0
1370,2014-06-01,barrel_bomb,IS,0
1371,2014-06-01,massacre,IS,1
1372,2014-06-01,shelling,IS,0
1373,2014-06-01,battle,IS,0
1374,2014-06-01,chemical,IC,0
1375,2014-06-01,air_strike,IC,0
1376,2014-06-01,barrel_bomb,IC,0
1377,2014-06-01,massacre,IC,0
1378,2014-06-01,shelling,IC,0
1379,2014-06-01,battle,IC,0
1380,2014-06-01,chemical,RS,0
1381,2014-06-01,air_strike,RS,0
1382,2014-06-01,barrel_bomb,RS,0
1383,2014-06-01,massacre,RS,0
1384,2014-06-01,shelling,RS,0
1385,2014-06-01,battle,RS,0
1386,2014-06-01,chemical,YPG,0
1387,2014-06-01,air_strike,YPG,0
1388,2014-06-01,barrel_bomb,YPG,0
1389,2014-06-01,massacre,YPG,0
1390,2014-06-01,shelling,YPG,0
1391,2014-06-01,battle,YPG,0
1392,2014-06-01,chemical,HZB,0
1393,2014-06-01,air_strike,HZB,0
1394,2014-06-01,barrel_bomb,HZB,0
1395,2014-06-01,massacre,HZB,0
1396,2014-06-01,shelling,HZB,1
1397,2014-06-01,battle,HZB,1
1398,2014-06-01,chemical,ASS,0
1399,2014-06-01,air_strike,ASS,3
1400,2014-06-01,barrel_bomb,ASS,5
1401,2014-06-01,massacre,ASS,10
1402,2014-06-01,shelling,ASS,14
1403,2014-06-01,battle,ASS,10
1404,2014-07-01,chemical,IS,0
1405,2014-07-01,air_strike,IS,0
1406,2014-07-01,barrel_bomb,IS,0
1407,2014-07-01,massacre,IS,0
1408,2014-07-01,shelling,IS,0
1409,2014-07-01,battle,IS,0
1410,2014-07-01,chemical,IC,0
1411,2014-07-01,air_strike,IC,0
1412,2014-07-01,barrel_bomb,IC,0
1413,2014-07-01,massacre,IC,0
1414,2014-07-01,shelling,IC,0
1415,2014-07-01,battle,IC,0
1416,2014-07-01,chemical,RS,0
1417,2014-07-01,air_strike,RS,0
1418,2014-07-01,barrel_bomb,RS,0
1419,2014-07-01,massacre,RS,0
1420,2014-07-01,shelling,RS,0
1421,2014-07-01,battle,RS,0
1422,2014-07-01,chemical,YPG,0
1423,2014-07-01,air_strike,YPG,0
1424,2014-07-01,barrel_bomb,YPG,0
1425,2014-07-01,massacre,YPG,0
1426,2014-07-01,shelling,YPG,0
1427,2014-07-01,battle,YPG,0
1428,2014-07-01,chemical,HZB,0
1429,2014-07-01,air_strike,HZB,0
1430,2014-07-01,barrel_bomb,HZB,0
1431,2014-07-01,massacre,HZB,0
1432,2014-07-01,shelling,HZB,0
1433,2014-07-01,battle,HZB,5
1434,2014-07-01,chemical,ASS,0
